lender_id,country_code,uid,occupation,loan_count,member_since_date
irina3703,RO,irina3703,NA,14,4/13/2010
lawrece1083,US,lawrece1083,teacher,0,4/13/2010
bj3577,NA,bj3577,Student,0,4/13/2010
ingeborhg6609,NA,ingeborhg6609,Erzieherin,0,4/13/2010
mustafa7035,NA,mustafa7035,güvenlik,0,4/13/2010
matt8703,NA,matt8703,NA,0,4/13/2010
zina7880,NA,zina7880,designer,0,4/13/2010
scarlett1615,NA,scarlett1615,NA,0,4/14/2010
hanah7114,NA,hanah7114,student,1,4/14/2010
sabine6773,FR,sabine6773,consultant,10,4/14/2010
natalie2100,NA,natalie2100,Nurse,0,4/14/2010
shiree2888,US,shiree2888,NA,3,4/14/2010
zubaida8686,NA,zubaida8686,Health care worker,2,4/14/2010
kamyar1869,NA,kamyar1869,Tech,0,4/15/2010
sandra21367421,NA,sandra21367421,Entrepreneur,2,4/15/2010
michaelb1681,US,michaelb1681,retired,288,4/15/2010
tyler58278247,NA,tyler58278247,Pathetic Yogin,0,4/15/2010
nouf6531,NA,nouf6531,Student,0,4/16/2010
rob9050,GB,rob9050,CIO,1,4/16/2010
benjamin8760,AU,benjamin8760,NA,4,4/16/2010
gamal9210,NA,gamal9210,teacher,0,4/16/2010
victoria2094,GB,victoria2094,Civil Servant,4,4/16/2010
michelle56376867,NA,michelle56376867,NA,4,4/16/2010
katy7896,NA,katy7896,NA,27,4/16/2010
allison6333,US,allison6333,NA,7,4/16/2010
jeremy9360,CA,jeremy9360,Postgraduate Student,11,4/17/2010
laurajack1667,US,laurajack1667,NA,24,4/17/2010
geoffrey3435,NA,geoffrey3435,sales,0,4/17/2010
akeem1367,NA,akeem1367,STYLIST,0,4/17/2010
arianne7057,PH,arianne7057,NA,2,4/17/2010
helpchicago,US,helpchicago,Student/earlyhildhood,0,4/17/2010
megan9952,NA,megan9952,Engineer,0,4/17/2010
megan29728804,NA,megan29728804,NA,0,4/18/2010
belinda1868,NA,belinda1868,NA,0,4/18/2010
jackie9806,US,jackie9806,Retired,5,4/18/2010
stephen4523,NA,stephen4523,Engineer,3,4/18/2010
frederic1189,NA,frederic1189,business clerk,1,4/18/2010
samantha6619,US,samantha6619,NA,6,4/19/2010
sue47346954,US,sue47346954,NA,0,4/19/2010
sylvie9964,CA,sylvie9964,NA,1,4/19/2010
kathleen6018,US,kathleen6018,Hospital Administration,1,4/19/2010
alison2902,CA,alison2902,NA,15,4/19/2010
rashid2868,NA,rashid2868,"CEO, Infinidy Corp.",6,4/20/2010
amanda1446,NA,amanda1446,nurse,0,4/20/2010
josephine3700,US,josephine3700,NA,22,6/6/2007
sally2701,US,sally2701,teacher,16,6/6/2007
michael5059,US,michael5059,Consultant,12,6/6/2007
eugene5591,NA,eugene5591,teacher,0,6/6/2007
kimberly9587,NA,kimberly9587,teacher,2,6/6/2007
brian9973,US,brian9973,Marketing,67,6/6/2007
brenda1983,US,brenda1983,NA,5,6/6/2007
marguerite5317,NA,marguerite5317,high school student,0,6/6/2007
lisa3660,NA,lisa3660,student,10,6/7/2007
sarah40587468,NA,sarah40587468,NA,0,4/20/2010
jazel4787,NA,jazel4787,none,0,4/20/2010
laura7536,NA,laura7536,NA,0,4/21/2010
melanie2964,NA,melanie2964,NA,0,4/21/2010
tammy2347,AU,tammy2347,Retired,4,4/21/2010
christopher30225636,NA,christopher30225636,NA,3,4/21/2010
mary9626,NA,mary9626,Retired Girl Scout Executive,0,4/21/2010
peterson1214,NA,peterson1214,NA,0,4/21/2010
kjartannielsen7308,NO,kjartannielsen7308,Civil Engineer,9,4/21/2010
LRDJcare,US,lrdjcare,Engineer,12,4/22/2010
grade3n1104,CA,grade3n1104,NA,1,4/22/2010
inhyun9581,NA,inhyun9581,social worker,0,4/22/2010
lesley1827,NA,lesley1827,NA,16,4/22/2010
osborn1647,NA,osborn1647,salesman,0,4/22/2010
shonurell7754,NA,shonurell7754,NA,0,4/22/2010
roger4661,US,roger4661,NA,1,4/22/2010
jonathan3904,US,jonathan3904,Controls Engineer,3,4/22/2010
lindsley5820,US,lindsley5820,Restaurant Manager,2,4/22/2010
andre2328,NA,andre2328,NA,0,4/23/2010
kristen3134,NA,kristen3134,Teacher,0,4/23/2010
pamela5381,NA,pamela5381,NA,0,4/24/2010
roberto1522,US,roberto1522,Attorney,3,4/24/2010
tyler1419,NA,tyler1419,NA,0,4/25/2010
katya1221,NA,katya1221,student,19,4/25/2010
OldManJohn,US,oldmanjohn,College Student and Data Entry Clerk,0,4/25/2010
giannis9113,NA,giannis9113,techical,0,4/25/2010
mika6614,MT,mika6614,NA,1,4/25/2010
andrea2452,CA,andrea2452,Financial Planner,6,4/25/2010
emilie4489,NA,emilie4489,NA,2,4/25/2010
jeremy3245,NA,jeremy3245,Pizza Shop Owner,0,4/25/2010
gretchen7203,US,gretchen7203,Teacher/Admin,6,4/25/2010
jillana9173,US,jillana9173,NA,2,4/25/2010
caitlin7733,NA,caitlin7733,NA,3,4/25/2010
claire5893,NA,claire5893,Student,4,4/25/2010
julienne5867,NA,julienne5867,Teacher,1,4/26/2010
starbucksscoamsterda4195,NA,starbucksscoamsterda4195,NA,9,4/26/2010
clarissa8720,NA,clarissa8720,NA,0,4/26/2010
sandra6071,CA,sandra6071,retired nurse,3,4/26/2010
aimee9834,US,aimee9834,Stay at home Mom,0,4/26/2010
julie95751741,US,julie95751741,Administrator,13,4/26/2010
stephaniecheng,CA,stephaniecheng,NA,1,4/26/2010
cameron5097,US,cameron5097,Student,0,4/26/2010
andrew7513,US,andrew7513,College Student,3,4/27/2010
george3946,NA,george3946,mason,0,4/27/2010
debra4882,NA,debra4882,Professional,4,4/27/2010
chiachia,CH,chiachia,Finance Manager,3,4/27/2010
dan4033,NA,dan4033,NA,4,4/27/2010
james5974,US,james5974,Education/Technology Consulting,3,4/28/2010
ryan24981521,US,ryan24981521,Student,1,4/28/2010
diedx,NL,diedx,System Engineer,3,4/28/2010
matt4814,US,matt4814,Security,10,4/28/2010
marie4235,NA,marie4235,NA,0,4/28/2010
ainslie5446,US,ainslie5446,Psychic & Author,0,4/28/2010
olivia4974,NA,olivia4974,student ,0,4/28/2010
brian6061,NA,brian6061,Accountant,0,4/28/2010
matt5179,NA,matt5179,NA,0,4/28/2010
ryan9367,NA,ryan9367,NA,0,4/29/2010
jeff3565,NA,jeff3565,Technology Professional,0,4/29/2010
christopher4060,US,christopher4060,Portfolio Accountant,1,4/29/2010
kora1203,NA,kora1203,kora,0,4/29/2010
liz2578,NA,liz2578,clinical psychologist,0,4/29/2010
tamson1956,US,tamson1956,Engineer,6,4/29/2010
brandon6559,NA,brandon6559,Graphic Designer,0,4/30/2010
sune8380,DK,sune8380,Teacher,3,4/30/2010
nienke9610,NA,nienke9610,NA,3,4/30/2010
stephanie3898,NA,stephanie3898,NA,0,4/30/2010
james32234002,US,james32234002,retired firefighter,11,5/1/2010
casimiro6054,NA,casimiro6054,"sandwich maker, waiter",0,5/1/2010
charles9020,NA,charles9020,NA,0,5/1/2010
luke8654,NA,luke8654,NA,2,5/1/2010
john35322661,NA,john35322661,Entertainer,0,5/2/2010
ida3892,NA,ida3892,NA,11,5/2/2010
jason8483,US,jason8483,Retail manager,4,5/2/2010
ashley4541,US,ashley4541,NA,0,5/2/2010
natalie9146,NA,natalie9146,Student,3,5/2/2010
thegirlfriendssharin2082,NA,thegirlfriendssharin2082,NA,1,5/3/2010
andrew2778,NA,andrew2778,NA,1,5/3/2010
richard25391633,NA,richard25391633,teacher,0,5/4/2010
nasir9504,NA,nasir9504,business,0,5/4/2010
les6803,CA,les6803,NA,3,5/5/2010
maya9066,US,maya9066,NA,2,5/5/2010
tracy5545,NA,tracy5545,NA,0,5/6/2010
nyiramahoro3950,CD,nyiramahoro3950,housewife,0,5/6/2010
vaeta4755,NA,vaeta4755,painter,6,5/6/2010
martin1618,NA,martin1618,NA,0,5/6/2010
rebecca2914,NA,rebecca2914,Freight Forwarder,0,5/6/2010
andy7634,NA,andy7634,Student,0,5/6/2010
christine1309,NA,christine1309,Teachers Aide,8,5/7/2010
endang6191,ID,endang6191,retired own small shop,2,5/7/2010
seth1050,US,seth1050,Engineer,3,5/7/2010
barbara7682,CA,barbara7682,physical therapist,4,5/7/2010
hannah1969,NA,hannah1969,Graduate Student,0,5/7/2010
david95957126,US,david95957126,NA,3,5/7/2010
alexa4283,NA,alexa4283,NA,0,5/8/2010
laura5606,US,laura5606,NA,17,5/8/2010
deborah5339,US,deborah5339,NA,5,5/8/2010
amy8440,NA,amy8440,NA,0,5/8/2010
ben7904,NA,ben7904,Student,0,5/8/2010
murphy3826,US,murphy3826,Teacher,14,5/8/2010
robert3892,NA,robert3892,Engineer,0,5/8/2010
dorina2828,US,dorina2828,Teacher,1,5/9/2010
karen65844437,GB,karen65844437,Business woman,5,5/9/2010
korsback,SE,korsback,NA,32,5/9/2010
marilynbubbee5135,NA,marilynbubbee5135,education marketing,0,5/9/2010
ulf6622,SE,ulf6622,NA,19,5/9/2010
david87515544,NA,david87515544,TRADER,0,5/9/2010
alexandra8714,NA,alexandra8714,NA,0,5/9/2010
nelson5921,NA,nelson5921,"Artist, Biologist",1,5/9/2010
rosemary6795,NA,rosemary6795,NA,2,5/9/2010
jennifer7820,US,jennifer7820,student,2,5/9/2010
bob2525,US,bob2525,Information Technology,0,5/9/2010
jasmine7192,NA,jasmine7192,student,0,5/9/2010
patrick6386,NA,patrick6386,Civil Engineer,3,5/10/2010
rose1886,CA,rose1886,NA,2,5/10/2010
ariel7394,NA,ariel7394,student,0,5/10/2010
francis5693,GH,francis5693,marketing,0,5/10/2010
ana9710,US,ana9710,Nonprofit,2,5/10/2010
david43362778,NA,david43362778,Consultant,0,5/10/2010
virginia6274,NA,virginia6274,NA,1,5/10/2010
sonya1704,NA,sonya1704,teacher,15,5/10/2010
elaine86494041,US,elaine86494041,NA,3,5/10/2010
asa7534,CA,asa7534,Graphic Designer,5,5/11/2010
geoff7617,CA,geoff7617,NA,8,5/11/2010
hela2729,US,hela2729,Student,1,5/11/2010
lorraine31235505,NA,lorraine31235505,Educator,5,5/11/2010
anneli4507,SE,anneli4507,NA,2,5/12/2010
diane5213,NA,diane5213,Teacher,9,5/12/2010
alba6853,NA,alba6853,NA,2,5/12/2010
robin6328,US,robin6328,Disabled,3,5/13/2010
janandmike5676,US,janandmike5676,NA,5,5/13/2010
wordsanddeeds1959,US,wordsanddeeds1959,High School Class,8,5/13/2010
meghan1616,US,meghan1616,NA,3,5/13/2010
daisha1541,US,daisha1541,NA,1,5/13/2010
pia1363,NA,pia1363,Graphic Designer,0,5/13/2010
nicole6145,NA,nicole6145,pastor,1,5/13/2010
sebastiaan9967,NL,sebastiaan9967,Consultant,25,5/13/2010
amanda5396,NA,amanda5396,Student,0,5/13/2010
harpreet,PH,harpreet,NA,491,5/14/2010
nicole2901,US,nicole2901,Restaurant Manager,2,5/14/2010
maciej8245,NA,maciej8245,Corporate dealer,0,5/14/2010
eugene3332,NA,eugene3332,NA,0,5/14/2010
phillip6022,US,phillip6022,Electrician,0,5/14/2010
emily6040,NA,emily6040,Student,1,5/14/2010
iain5190,NA,iain5190,Human,0,5/15/2010
ib3088,DK,ib3088,Engineer,48,5/15/2010
colton5642,CA,colton5642,student,3,5/15/2010
bonnie6282,NA,bonnie6282,retired,4,5/15/2010
ingrid6292,AU,ingrid6292,Marketing Manager,5,5/16/2010
jaredonesteptochange,US,jaredonesteptochange,Student,1,5/16/2010
rita2603,CA,rita2603,bakery clerk,2,5/16/2010
DanaBashor,US,danabashor,NA,0,5/16/2010
aran1203,US,aran1203,Jigalo,4,6/7/2007
janice5468,US,janice5468,Marketing Consultant,126,6/7/2007
sandra3568,NA,sandra3568,Mother,0,6/7/2007
revbrian7230,US,revbrian7230,deacon,2,6/7/2007
rob1425,NA,rob1425,NA,0,6/7/2007
afropinion2614,NA,afropinion2614,NA,0,6/7/2007
gloria1697,NA,gloria1697,writer/retired,0,6/7/2007
susan4730,US,susan4730,NA,15,6/7/2007
thomas5363,CH,thomas5363,Private Wealth Management,43,6/7/2007
dennis6545,US,dennis6545,ACCOUNTANT,16,6/7/2007
ron7549,US,ron7549,Early Childhood Administrator,7,6/8/2007
joshua3484,US,joshua3484,Marketing,1,6/8/2007
bob9388,US,bob9388,Engineering,0,6/8/2007
bill4352,NA,bill4352,Financial Services,0,6/8/2007
becky2844,US,becky2844,NA,3,6/8/2007
lisa4006,US,lisa4006,Government Manager,10,5/16/2010
rick4946,US,rick4946,teacher,2,5/16/2010
brianjadi2317,US,brianjadi2317,Student,3,5/16/2010
thomas4459,NA,thomas4459,doctor,9,5/16/2010
cassandra9849,US,cassandra9849,student/ teachers aide,1,5/16/2010
elizabeth9112,NA,elizabeth9112,Student,0,5/16/2010
mustain9853,NA,mustain9853,Tegal,0,5/17/2010
klas2979,NA,klas2979,Student,4,5/17/2010
crystal5789,NA,crystal5789,instructor,1,5/17/2010
piyush7834,NA,piyush7834,engineer,0,5/17/2010
widyastuti4339,NA,widyastuti4339,NA,0,5/18/2010
mandy4459,NA,mandy4459,NA,0,5/18/2010
wan3867,NA,wan3867,Engineer,0,5/18/2010
katie17177465,NA,katie17177465,NA,0,5/18/2010
heather84709525,US,heather84709525,Program Evaluator,2,5/18/2010
bruno1133,NA,bruno1133,Enterpreneur,0,5/19/2010
mike2409,US,mike2409,NA,1,5/19/2010
james85988493,NA,james85988493,Marketing,0,5/19/2010
marjorie9366,US,marjorie9366,Artist,1,5/20/2010
katie2185,US,katie2185,Social Work,4,5/20/2010
debra5753,US,debra5753,NA,1,5/20/2010
martha7768,NA,martha7768,Consultant,0,5/20/2010
catherine1715,NA,catherine1715,NA,5,5/20/2010
carolyn4032,US,carolyn4032,NA,0,5/21/2010
christie3910,US,christie3910,Veterinarian,5,5/21/2010
william53752314,NA,william53752314,NA,0,5/21/2010
margo7324,NA,margo7324,NA,0,5/21/2010
michael97842789,US,michael97842789,NA,4,5/21/2010
david7404,US,david7404,NA,3,5/22/2010
scott6524,US,scott6524,Gardener,2,5/22/2010
nancy59275349,CA,nancy59275349,Retired,2,5/22/2010
christopher6741,US,christopher6741,Investment Management,0,5/23/2010
william3435,NA,william3435,NA,0,5/23/2010
charmaine5013,NA,charmaine5013,teacher,0,5/24/2010
birgitta6723,CA,birgitta6723,entrepeneur,2,5/24/2010
cam7807,NA,cam7807,NA,1,5/24/2010
fakhri4309,NA,fakhri4309,NA,0,5/24/2010
david56195728,NA,david56195728,NA,1,5/24/2010
britishinternational1923,NA,britishinternational1923,NA,3,5/24/2010
adama1596,NA,adama1596,paix,0,5/24/2010
gabriel4442,SE,gabriel4442,Student,1,5/24/2010
vanessa5018,NA,vanessa5018,Radiologista,0,5/24/2010
ninainboise,US,ninainboise,massage therapist,2,5/24/2010
alison2871,US,alison2871,Business Owner,1,5/25/2010
ian5553,AU,ian5553,NA,8,5/26/2010
william3117,US,william3117,NA,22,5/26/2010
michael18172660,NA,michael18172660,NA,2,5/26/2010
robert7980,NA,robert7980,Business man,0,5/26/2010
ronnie1987,NA,ronnie1987,NA,2,5/26/2010
matthew1465,US,matthew1465,Grad Student,3,5/27/2010
yla2065,CH,yla2065,Student,1,5/27/2010
andrew7653,NA,andrew7653,\\staDCS01\\students\\andr8540\\My Pictures\\3969999999,0,5/27/2010
alex3500,CA,alex3500,Student,14,5/27/2010
meryl8641,NA,meryl8641,NA,0,5/28/2010
princesamuel6875,NA,princesamuel6875,Business man,0,5/28/2010
david91241997,SE,david91241997,entrepreneur,10,5/28/2010
robbert9939,NA,robbert9939,NA,0,5/28/2010
denise6299,AU,denise6299,Small Business Owner ,3,5/29/2010
leigh4101,AU,leigh4101,electrician,5,5/29/2010
nicholas4717,NA,nicholas4717,Student,0,5/30/2010
cristinejoy3084,NA,cristinejoy3084,self-employed,0,5/30/2010
rebecca3705,US,rebecca3705,nurse,3,5/30/2010
margo3479,NA,margo3479,psychologist,0,5/30/2010
christopher6575,US,christopher6575,Student,6,5/31/2010
vijay1082,NA,vijay1082,NA,1,5/31/2010
robert25938504,US,robert25938504,NA,2,5/31/2010
sherman2150,NA,sherman2150,NA,1,5/31/2010
julie7704,US,julie7704,NA,2,5/31/2010
christina8106,NA,christina8106,NA,0,5/31/2010
manish9249,NA,manish9249,Doctoral Student,0,6/1/2010
budi1644,NA,budi1644,Consultant,0,6/1/2010
debbi7522,US,debbi7522,NA,51,6/1/2010
krista1232,US,krista1232,Teacher,3,6/1/2010
jamielee,US,jamielee,NA,8,6/2/2010
judy1883,US,judy1883,NA,7,6/3/2010
michele4914,NA,michele4914,NA,0,6/3/2010
julie76163104,NA,julie76163104,NA,0,6/3/2010
mayur8264,NA,mayur8264,NA,0,6/3/2010
tiffany5329,NA,tiffany5329,Researcher,6,6/3/2010
brenda1980,US,brenda1980,NA,3,6/3/2010
karen83587047,NA,karen83587047,Mad Scientist,0,6/3/2010
ben78605807,NA,ben78605807,Student,2,6/4/2010
tinamarie4392,US,tinamarie4392,Virtual Assistant,2,6/4/2010
Tadayuki,JP,tadayuki,Consultant,2,6/4/2010
laurie5536,US,laurie5536,Social Worker,12,6/4/2010
clayton8476,US,clayton8476,student,2,6/5/2010
cj9472,NA,cj9472,Mother,0,6/5/2010
william9416,NA,william9416,retired,0,6/5/2010
marcus1872,US,marcus1872,NA,2,6/5/2010
margaret9932,US,margaret9932,NA,1,6/6/2010
ahmad7331,NA,ahmad7331,supervisor,0,6/6/2010
david33776955,NA,david33776955,Student,2,6/6/2010
soheli6717,NA,soheli6717,counsellor,0,6/7/2010
hale3002,NA,hale3002,NA,0,6/7/2010
james5857,AU,james5857,IT Support,2,6/7/2010
valerie54886504,NA,valerie54886504,NA,0,6/7/2010
casey5818,NA,casey5818,NA,0,6/7/2010
andymuesse,US,andymuesse,Kiva Accountant!,2,6/7/2010
antonio7988,IT,antonio7988,NA,3,6/7/2010
carol2189,GB,carol2189,Process Safety Engineer,2,6/7/2010
siri9078,NA,siri9078,NA,0,6/7/2010
maryanne2801,US,maryanne2801,Accountant,14,6/8/2010
tony8546,CA,tony8546,Programmer,4,6/8/2010
subhash7138,NA,subhash7138,NA,1,6/8/2010
jay51285985,NA,jay51285985,Law Professor,4,6/8/2010
neda8959,NA,neda8959,NA,0,6/8/2010
ron5486,US,ron5486,Teacher,2,6/9/2010
roberto7431,NA,roberto7431,Agente de Comércio Exterior,0,6/9/2010
noemi8254,NA,noemi8254,dental assistant ,1,6/9/2010
diana4846,NA,diana4846,Community Garden Manager,4,6/9/2010
ann3118,NA,ann3118,Teacher,1,6/10/2010
allcosmetic,NA,allcosmetic,NA,0,6/10/2010
cheung9565,HK,cheung9565,NA,0,6/10/2010
brooklynconcerned6452,US,brooklynconcerned6452,PROFESSIONALS,3,6/10/2010
carol2931,NA,carol2931,Retired RN,0,6/10/2010
katrin7418,DE,katrin7418,NA,1,6/10/2010
kerry3255,NA,kerry3255,Church assistant,1,6/11/2010
merrien8595,NA,merrien8595,NA,1,6/11/2010
jamil9232,NA,jamil9232,Tourist guide,0,6/11/2010
gary2983,US,gary2983,NA,12,6/11/2010
catherine46734979,US,catherine46734979,Infrastructure,10,6/11/2010
leo2221,NZ,leo2221,Systems Engineer,14,6/11/2010
ekumar7081,NA,ekumar7081,NA,0,6/12/2010
sadia9729,PK,sadia9729,house wife,0,6/12/2010
kim10144075,NA,kim10144075,Minister,0,6/12/2010
timothy95439520,AU,timothy95439520,NA,13,6/12/2010
josecambel2460,NA,josecambel2460,Development Manager,0,6/12/2010
cindy6571,ZA,cindy6571,NA,1,6/13/2010
laura26818356,NA,laura26818356,teacher,0,6/13/2010
jrn7510,DK,jrn7510,NA,55,6/13/2010
jonathon5081,US,jonathon5081,NA,0,6/13/2010
bethlou1604,US,bethlou1604,NA,1,6/13/2010
lee2029,NA,lee2029,paralegal ,9,6/14/2010
mariusz2998,NA,mariusz2998,chimney sweeper,0,6/14/2010
stephanie1577,NA,stephanie1577,NA,0,6/14/2010
adam9638,NA,adam9638,Management Analyst,0,6/14/2010
tarik4965,NA,tarik4965,ACCOUNT,0,6/14/2010
ruth7820,US,ruth7820,retired transcriptionist,5,6/14/2010
krysta4454,CA,krysta4454,NA,4,6/15/2010
calvin9066,NA,calvin9066,NA,0,6/15/2010
glenda2317,CA,glenda2317,Special Education,5,6/15/2010
loryan8199,NA,loryan8199,student,0,6/15/2010
vicki3430,NA,vicki3430,videographer,0,6/15/2010
gishan7646,LK,gishan7646,director   of   green herbalproducts private   lim,0,6/15/2010
keli7395,CA,keli7395,NA,4,6/15/2010
alana8568,NA,alana8568,NA,3,6/15/2010
jacqueline6270,US,jacqueline6270,Instructional Assistant,2,6/15/2010
hannah8420,US,hannah8420,high school student,2,6/15/2010
john60384064,NZ,john60384064,Teacher,6,6/16/2010
marshall2932,US,marshall2932,Sysadmin,4,6/16/2010
louise41015751,US,louise41015751,Communications Director,1,6/16/2010
bolabo3536,NA,bolabo3536,NA,1,6/16/2010
tony1859,GB,tony1859,Self employed retail website,0,6/16/2010
wynne5955,NA,wynne5955,NA,4,6/17/2010
irene4017,NA,irene4017,NA,0,6/17/2010
mohammadali5246,NA,mohammadali5246,employee,0,6/17/2010
simon1816,NA,simon1816,Student,3,6/17/2010
erica6718,US,erica6718,Raw Food Chef,1,6/17/2010
walterlee1205,US,walterlee1205,NA,35,6/9/2007
joyce3647,US,joyce3647,library office manager,32,6/9/2007
ellen7669,US,ellen7669,medical physicist,55,6/9/2007
mark6825,US,mark6825,Consultant,5,6/10/2007
steveandcathy9317,US,steveandcathy9317,Retired,7,6/10/2007
polly2384,US,polly2384,Librarian,3,6/10/2007
michael3454,US,michael3454,lawyer,38,6/10/2007
margaret4913,US,margaret4913,Teacher,2,6/10/2007
gaigostudents2600,NA,gaigostudents2600,English students,1,6/11/2007
michael1758,CA,michael1758,Lawyer,25,6/11/2007
matthew9867,US,matthew9867,"due to health, not working.",4,6/11/2007
kushalc,US,kushalc,Internet Entrepreneur,16,6/11/2007
joseph3152,US,joseph3152,ELECTRONICS TECH,7,6/11/2007
yvonne7826,AU,yvonne7826,Human Competency Consultant,11,6/12/2007
richard3996,NA,richard3996,NA,0,6/18/2010
donna17145082,US,donna17145082,teacher,3,6/18/2010
lindsey8001,US,lindsey8001,NA,3,6/19/2010
aaron2392,US,aaron2392,student,7,6/20/2010
yangwei3390,CN,yangwei3390,interpreter/translator,0,6/20/2010
heidi7795,NA,heidi7795,teacher,0,6/20/2010
tracy2052,US,tracy2052,NA,3,6/20/2010
matthew3210,NA,matthew3210,NA,0,6/20/2010
collin2424,US,collin2424,NA,2,6/20/2010
don8784,NA,don8784,Entrepreneur-Ice cream sales,2,6/21/2010
prasat9663,NA,prasat9663,none,0,6/21/2010
bradley6144,US,bradley6144,NA,1,6/21/2010
mojo1097,US,mojo1097,Super Villain,2,6/21/2010
georgeschott,DE,georgeschott,Technical Writer,5,6/21/2010
heleen3658,NA,heleen3658,none,4,6/21/2010
melissa1226,NA,melissa1226,"Relationship Coach, Author, Speaker",0,6/21/2010
anne6006,NA,anne6006,NA,1,6/21/2010
katherine7348,NA,katherine7348,Student,0,6/21/2010
mohamadsulaiman1969,NA,mohamadsulaiman1969,NA,0,6/21/2010
ashari3327,NA,ashari3327,indonesia,0,6/22/2010
subhan4597,BD,subhan4597,Teacher,0,6/22/2010
marek9604,NA,marek9604,NA,0,6/22/2010
peter4598,CA,peter4598,IT Consultant,2,6/22/2010
eivind3714,NA,eivind3714,engineer,0,6/23/2010
peter8778,DE,peter8778,financial adviser,5,6/24/2010
mary7903,GB,mary7903,Children\'s centre worker,5,6/24/2010
Discountel,CH,discountel,NA,0,6/24/2010
diana5859,US,diana5859,Law Student,0,6/25/2010
alexandra5362,CA,alexandra5362,NA,6,6/25/2010
erin1582,NA,erin1582,NA,21,6/25/2010
ross7104,US,ross7104,Programmer,3,6/25/2010
michael46229070,NA,michael46229070,world citizen,40,6/25/2010
lusvinia3171,NA,lusvinia3171,business,0,6/26/2010
kailash1176,NA,kailash1176,Computer Operator,0,6/26/2010
nicky3517,GB,nicky3517,NA,9,6/26/2010
sanjay6338,NA,sanjay6338,Marketing,0,6/27/2010
margaret6750,NL,margaret6750,nurse,2,6/27/2010
stephen96626424,NA,stephen96626424,customer service,1,6/28/2010
deborah3679,GB,deborah3679,NA,1,6/28/2010
deependra3230,IN,deependra3230,Engineer,0,6/28/2010
abby8071,CA,abby8071,NA,0,6/29/2010
nina9595,ES,nina9595,Rotarian,13,6/29/2010
peyrilles6219,FR,peyrilles6219,NA,2,6/29/2010
nathan8866,US,nathan8866,Student,3,6/30/2010
erika7480,NA,erika7480,Student,1,6/30/2010
susannevestervig6588,NA,susannevestervig6588,Student,0,6/30/2010
marvin2821,US,marvin2821,NA,4,7/1/2010
joshua4612,NA,joshua4612,Student,0,7/1/2010
hanna3416,NA,hanna3416,NA,2,7/1/2010
franois1217,NA,franois1217,Computer Scientist,0,7/1/2010
janet4798,NA,janet4798,NA,0,7/1/2010
raleighforddealer,US,raleighforddealer,NA,0,7/1/2010
gwangsoo6100,NA,gwangsoo6100,NA,0,7/2/2010
darcy8743,CA,darcy8743,NA,2,7/2/2010
fred4507,NA,fred4507,Software Developer,0,7/2/2010
michael22978314,US,michael22978314,NA,124,7/2/2010
abid7338,NA,abid7338,computer teacher,0,7/3/2010
martin4054,CZ,martin4054,"PhD student, campaigner and web designer",8,7/3/2010
ninjakimchi,US,ninjakimchi,video games,36,7/3/2010
kathryn3669,US,kathryn3669,NA,0,7/4/2010
david29355580,US,david29355580,Contractor,8,7/4/2010
james49605621,NA,james49605621,author,1,7/5/2010
lucas4160,NA,lucas4160,entrepreneur,0,7/5/2010
annika5735,SE,annika5735,System Developer,34,7/5/2010
daniel9940,UA,daniel9940,cadet,0,7/5/2010
amy9701,NA,amy9701,teacher,0,7/7/2010
daniela4845,NA,daniela4845,NA,0,7/7/2010
laurie9986,US,laurie9986,NA,3,7/7/2010
suntrix2440,NA,suntrix2440,NA,0,7/8/2010
